row_id,source_file,source_file_sha256,source_sheet,source_excel_row,duplicate_row_ids,waveform_sha256,exact_record_sha256,condition_group,regression_outer_fold,oof_model_id,full_model_id,material,temperature_C,frequency_Hz,waveform,b_m_T,energy_proxy_Hz_T,feature_schema_sha256,q4_fold_models_artifact_sha256,q4_full_model_artifact_sha256,config_sha256
附件一（训练集）.xlsx|材料3|681,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,681,附件一（训练集）.xlsx|材料3|681,34CE3E2D70163EA337CEBB7C710EC6B286635DE6C09C71A352B44D2F27110F43,24B4485A2C52BCD106E18A6259AB7ED9118E3DCD76AC4E8631A6EEA139084535,材料3|70|正弦波|49|-12,0,q4-ridge-fold-0,q4-ridge-full,材料3,70,99950,正弦波,0.078174933,7813.58455335,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|2347,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,2347,附件一（训练集）.xlsx|材料2|2347,3BE36E73085053408585705ED3528ACF57F8E25FAAC8AD1E0BD574AFF116552C,24BCB3593EECDC18E12C05195CBBA88F22916125F8F7C483418986B17156C0B4,材料2|50|梯形波|55|-10,3,q4-ridge-fold-3,q4-ridge-full,材料2,50,316460,梯形波,0.122591723,38795.3766606,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|224,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,224,附件一（训练集）.xlsx|材料4|224,D28DA63E93765DEEC87D0DD49D8D958955D2EB7294F490778EBB2AAA9DAE1438,24C09F1B2D9DE38BC0CE69FB6528C85D086630A0D4B30E5EB1853FB213FFFA25,材料4|50|正弦波|48|-18,3,q4-ridge-fold-3,q4-ridge-full,材料4,50,70840,正弦波,0.017851758,1264.61853672,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|997,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,997,附件一（训练集）.xlsx|材料1|997,175E7A0E8C16DF7A0CCA9906E0BD1903D689D5CBA0C66B5AB86ECED255226D20,24C97718EAA44994CCF2563EACD11823B705533F5AE930D14D42D7BC19B94D7B,材料1|90|正弦波|52|-18,0,q4-ridge-fold-0,q4-ridge-full,材料1,90,199500,正弦波,0.017517843,3494.8096785,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|1251,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1251,附件一（训练集）.xlsx|材料1|1251,1028142D916CF9A9D95BDC1F25B3D7A06CF1A8ACB49EAE840B19F9068F85A7EE,24C97CFEA7B2F60B4DDFCE1A3D2D7DAEBA7E3D728E06A4A8F863917918B254FA,材料1|25|三角波|55|-18,1,q4-ridge-fold-1,q4-ridge-full,材料1,25,316470,三角波,0.017753561,5618.46944967,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|1670,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,1670,附件一（训练集）.xlsx|材料1|1670,D14998C79F50EF22580B2696D7EC4679A47F48E17E6B0602FE2C0725A53EDAFC,24D4FB0413359225E87AB7E6FD94D9C1C869D2BCD6A734CC0531EE6782FDBA5A,材料1|50|三角波|49|-11,2,q4-ridge-fold-2,q4-ridge-full,材料1,50,89210,三角波,0.087031702,7764.09813542,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1061,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1061,附件一（训练集）.xlsx|材料2|1061,B24214885A38991087870BB660453C6BC57AFAE46D79503CC1B857BE095D3548,24D8161801B003923A6845BA4DDDD30ED9A0D1373E64844459E24D09767D3DC7,材料2|25|正弦波|52|-15,3,q4-ridge-fold-3,q4-ridge-full,材料2,25,158500,正弦波,0.039183846,6210.639591,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|2728,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,2728,附件一（训练集）.xlsx|材料2|2728,623C51A94ED666627331C6D771AB832B3F975D3C46935B5733876EE6A0598389,24E0707F6C1BCC6EBB060672842F22CBF43C42267BFB93383D3364BB38767F9C,材料2|70|梯形波|54|-12,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,251240,梯形波,0.078285022,19668.3289273,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1498,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1498,附件一（训练集）.xlsx|材料2|1498,B0DD2FD41C430941C5D4F4AC6E3E1FC5DD6387540561BF4732DB88F45E753B40,24E0869EB8B49B55241004B1BD49059A396BE799DB372607963FFF55CD531E1C,材料2|50|三角波|55|-15,1,q4-ridge-fold-1,q4-ridge-full,材料2,50,396820,三角波,0.039308313,15598.3247647,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|2305,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,2305,附件一（训练集）.xlsx|材料1|2305,8DC610EC9FA0E1143370951A2679B4D2F3CB26E2D4355D87609CCA80F0972C56,24E12D3B6FD58819F212F95DEC5EF51CACA103C79D3CD078346D24616441DBBE,材料1|90|三角波|49|-10,3,q4-ridge-fold-3,q4-ridge-full,材料1,90,99910,三角波,0.110024892,10992.5869597,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1357,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1357,附件一（训练集）.xlsx|材料3|1357,B0EBA8A1B6FDA5523D221BCDE16AC1746E5C6024E13F82697CC6AB185E95F440,24ED2654A7EF136D640EFA8E6DE576E6A2255D381AAA2210F69FD1FF910092B7,材料3|50|三角波|54|-15,0,q4-ridge-fold-0,q4-ridge-full,材料3,50,251230,三角波,0.039322818,9879.07156614,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|2120,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,2120,附件一（训练集）.xlsx|材料1|2120,E36B504FC528EA6C3DE26AA7ECA6082D910326BB720AFB7B4C45E0803800C1B1,24EF09922D8F2E1B22B618E6A9371B05AE66552B8BAE13DBFDCA2088B31F7546,材料1|90|三角波|52|-18,2,q4-ridge-fold-2,q4-ridge-full,材料1,90,199170,三角波,0.017560171,3497.45925807,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1136,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1136,附件一（训练集）.xlsx|材料3|1136,191D1F24A49CED5B7AC4BFBCEEAF99688EA29C99D2021BD9B1D677E6020FD59A,2504E3ED117EDEABA53C4E5E12ED425BAE1CA6FC73462CC5FBEAAA97F8009589,材料3|25|三角波|56|-13,3,q4-ridge-fold-3,q4-ridge-full,材料3,25,499970,三角波,0.061374255,30685.2862724,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|2445,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,2445,附件一（训练集）.xlsx|材料4|2445,A69BC0463681D5D38E90CCBEC81278003FBAB5370FDD90F266520CDDDB173004,250697B0EAAF48D63BA061F5E3694B2DC2DA88DE01B6C434FE6F5B4E41C2A920,材料4|70|三角波|55|-10,3,q4-ridge-fold-3,q4-ridge-full,材料4,70,354610,三角波,0.109192211,38720.6499427,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1600,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1600,附件一（训练集）.xlsx|材料3|1600,64C2CDB4C70E59C9909A15179817491BCBF78278FD7BB980FCFB49660A04ADD7,250FCBC25EC151B58C79A59C6732F525366DEEC979A2CCFE2444F51771EBC0D6,材料3|70|三角波|54|-10,2,q4-ridge-fold-2,q4-ridge-full,材料3,70,251230,三角波,0.123884416,31123.4818317,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|3316,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,3316,附件一（训练集）.xlsx|材料1|3316,535BF081C2DBDB4CA3BF2EEEDCD91B5F1590F1AA6EEC4592AAD8AE4126F1CAA1,25101FCE185DDD28E5BAFCBC2C3CD7DC5870D149BB99B0CF92040B8075FD5EC1,材料1|90|梯形波|52|-10,1,q4-ridge-fold-1,q4-ridge-full,材料1,90,177900,梯形波,0.122570249,21805.2472971,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|328,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,328,附件一（训练集）.xlsx|材料3|328,D3A05A758F6D07BCAD98996122968C8907A53E8EAF9219D9584287B4D09B844E,2520074A45917293F5A5A0B02D9112E4331B72747FF4F8775ADD0D51FE9C3FD8,材料3|50|正弦波|46|-11,0,q4-ridge-fold-0,q4-ridge-full,材料3,50,50020,正弦波,0.09959,4981.4918,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|75,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,75,附件一（训练集）.xlsx|材料2|75,CD81B5CF5CB8510E319ABCFBF3C076C574817FF047480D1CB6CEC858D09A97D7,252ECC9DFB6DAA5A06B87BB8ADB87A5684C0582045F25575DADDACC043700602,材料2|25|正弦波|55|-20,3,q4-ridge-fold-3,q4-ridge-full,材料2,25,316230,正弦波,0.011738655,3712.11487065,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|724,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,724,附件一（训练集）.xlsx|材料2|724,A0F6A78AFF9AC0CABC52C743C0B15CD02BF4911933091B4304FB404F79A09EB6,252F338CAE197F237ADF4951D952CD21EFF5426B5C83DE34341697E0321DE7F6,材料2|70|正弦波|50|-12,2,q4-ridge-fold-2,q4-ridge-full,材料2,70,125860,正弦波,0.078284087,9852.83518982,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1718,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1718,附件一（训练集）.xlsx|材料2|1718,3E5AE174C83261CB42466FF7CAC6FA7FC8242C0C2068D75FF0898410C883B1A5,252F733F40713FDA8E299725EE97019366C2DE8DD28B6FFB79B3A764934A8F2F,材料2|70|三角波|52|-13,3,q4-ridge-fold-3,q4-ridge-full,材料2,70,158730,三角波,0.062039943,9847.60015239,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|1874,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,1874,附件一（训练集）.xlsx|材料3|1874,1E5923486C83F0C03712FD868F2458771ACC56AABF5788B211A7ED4638C1E694,2534F1ED3EF5CAD3ECA8A000A8961DEEECD4421160416A14963DDD988F3138B1,材料3|90|三角波|56|-12,3,q4-ridge-fold-3,q4-ridge-full,材料3,90,499970,三角波,0.077584855,38790.0999544,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|448,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,448,附件一（训练集）.xlsx|材料3|448,2B31B8A82AB8ECAB9168211DAE537369E21CED9B9C6F1C97BF07EB1D564FF1C6,253F024DFD56B76B3AF686586F0488880C277D2A95F85A8196AEBDF871808091,材料3|25|正弦波|49|-14,2,q4-ridge-fold-2,q4-ridge-full,材料3,25,99950,正弦波,0.04005,4002.9975,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|2118,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,2118,附件一（训练集）.xlsx|材料4|2118,2F511331F1EDB1CEC8036B04275E1B52FCB17E4DC645282DDE1181148122A164,254032D28C94234471969574040F3F379DCEA3C3EFD677E2CC25776CD3614895,材料4|25|梯形波|47|-6,2,q4-ridge-fold-2,q4-ridge-full,材料4,25,56160,梯形波,0.267308492,15012.0449107,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料1|280,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料1,280,附件一（训练集）.xlsx|材料1|280,A93C4FB51EA211D2F85F7DCBBD1CF625C4FF64A1FA702645B0F96132F439F628,254EBDBBED03D547FD508DAE2C6D182DA6F74886D2E03644DA2E0FDB093CA1CD,材料1|50|正弦波|46|-11,0,q4-ridge-fold-0,q4-ridge-full,材料1,50,50020,正弦波,0.079569864,3980.08459728,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|91,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,91,附件一（训练集）.xlsx|材料4|91,511E2AC4FDA114F236FD68E0F8461760703A0D86EC762670B546E13CBB398030,2552B84E8877AF4C8CBE329924B630CC4FA6E0A52E2BB513972EB1AE7CE39235,材料4|25|正弦波|50|-13,4,q4-ridge-fold-4,q4-ridge-full,材料4,25,125860,正弦波,0.056041524,7053.38621064,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料2|1042,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料2,1042,附件一（训练集）.xlsx|材料2|1042,0257C755BC67C88552587C30414D07F0F02AC327D43FCB676DCF1AA6265E8E66,255674AF19527CB2D75EF86970049275AB8CD807AD6C10DAAD03EAC51C40AC78,材料2|25|正弦波|49|-12,1,q4-ridge-fold-1,q4-ridge-full,材料2,25,99950,正弦波,0.079165063,7912.54804685,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|722,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,722,附件一（训练集）.xlsx|材料4|722,E19E9117CED8C269A0E038C69D9F34E1C6D6AF066CBAAD187FC9C8CDF6149CA4,255D413CDF19F04C1E7FAB0F00454235731D59380B9E89754B8486F4CCA6F4CF,材料4|90|正弦波|50|-13,4,q4-ridge-fold-4,q4-ridge-full,材料4,90,125860,正弦波,0.061178449,7699.91959114,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|1612,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,1612,附件一（训练集）.xlsx|材料4|1612,EC12799AF1D58F95D8E1533AD12CBC9C48663D5F31D42F53E60BEB420E8E130B,2563DE767944E20F6CD1A81E11A65008D0CBB0C99D49A52D29FFDC9DCAD5A519,材料4|70|三角波|48|-6,2,q4-ridge-fold-2,q4-ridge-full,材料4,70,70800,三角波,0.274657786,19445.7712488,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料4|2240,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料4,2240,附件一（训练集）.xlsx|材料4|2240,1FC0008311563ECB1A61E0CF43AA466E06A1446A1D7AE25ECCE709264A9255BB,2564218D16A5BFFA360A0D29B1488A3DB4F5E14E1B41B36E447E2769BA56D64E,材料4|50|三角波|55|-14,2,q4-ridge-fold-2,q4-ridge-full,材料4,50,354610,三角波,0.043673277,15486.980757,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
附件一（训练集）.xlsx|材料3|790,附件一（训练集）.xlsx,C16AEE712BC0AD480B5285F17FA7FA57A5E22A1901D4A6ADB0A1EB83ECFB7FFC,材料3,790,附件一（训练集）.xlsx|材料3|790,6349FA0DB4D9F26B22AD824519D9F603DA235DA4CD00BD28668D3EEE5623D517,2564F1D261870A0E8362E5954CA46E80420871B7C7E01432B0CD4B50C0368278,材料3|90|正弦波|55|-14,0,q4-ridge-fold-0,q4-ridge-full,材料3,90,316230,正弦波,0.048375094,15297.6559756,1528994E6DC4B68AEAF1605973D8A67CC1C13011A2FA0A766653FF9BE639C170,AFD3FF9D20B9829C714103D3E47F8B3093FED3601B1C2E47DA69358DA10F3D51,2B66DCDE1539748A4B4C7CE0574A96E1362CBFBE26957E618F2506632D0AAD4E,45EB32BF8721BD38DC5DE0B3298EA0EE5515DF84F1E1AB4BEAE16D445BF8078B
