dataset,scope,position,finite_count,missing_count,nonfinite_count,min,max,mean,std_population
test3,测试集,858,400,0,0,-0.256621444,0.146220315,-0.05115851648500001,0.054865249881085335
test3,测试集,859,400,0,0,-0.25746809,0.145873986,-0.051267800787500005,0.05499609904703337
test3,测试集,860,400,0,0,-0.258317654,0.145522758,-0.05137663791499993,0.055127926173531475
test3,测试集,861,400,0,0,-0.259167882,0.145167274,-0.05148500800749998,0.0552608225109351
test3,测试集,862,400,0,0,-0.260015753,0.144807051,-0.05159291103000001,0.055394469820985455
test3,测试集,863,400,0,0,-0.260861541,0.144440956,-0.05170029894249997,0.05552883514463729
test3,测试集,864,400,0,0,-0.261705623,0.144070672,-0.051807104435000015,0.05566409615740764
test3,测试集,865,400,0,0,-0.262551569,0.143696385,-0.05191352383,0.05580009811868743
test3,测试集,866,400,0,0,-0.263398462,0.143316663,-0.052019406152499975,0.05593712374611676
test3,测试集,867,400,0,0,-0.264242835,0.142932333,-0.05212484305000003,0.05607487177557416
test3,测试集,868,400,0,0,-0.265087639,0.142544128,-0.052229676714999965,0.05621360597193778
test3,测试集,869,400,0,0,-0.265933024,0.142150706,-0.05233421584750004,0.05635315565790078
test3,测试集,870,400,0,0,-0.266780126,0.14175113,-0.052438260237500006,0.05649395066777006
test3,测试集,871,400,0,0,-0.267628139,0.141346894,-0.05254185580249999,0.05663558035389811
test3,测试集,872,400,0,0,-0.268476859,0.140937344,-0.05264498166499997,0.056778133954759086
test3,测试集,873,400,0,0,-0.269327174,0.140521931,-0.052747758275,0.05692160587808916
test3,测试集,874,400,0,0,-0.270176806,0.140102507,-0.05284994634750003,0.05706616594886754
test3,测试集,875,400,0,0,-0.27102593,0.139679903,-0.052951741204999986,0.057211555549401105
test3,测试集,876,400,0,0,-0.271875534,0.139252966,-0.05305307421249996,0.057357980150579496
test3,测试集,877,400,0,0,-0.272723348,0.138819272,-0.053153823940000004,0.05750533094779332
test3,测试集,878,400,0,0,-0.273568007,0.138379393,-0.05325405944500001,0.057653463894121994
test3,测试集,879,400,0,0,-0.274413351,0.137935504,-0.05335403757499997,0.057802513161618316
test3,测试集,880,400,0,0,-0.275260166,0.137487031,-0.05345363108500001,0.0579529063697417
test3,测试集,881,400,0,0,-0.2761052,0.137033959,-0.05355283216500004,0.05810432980433303
test3,测试集,882,400,0,0,-0.276944656,0.136575723,-0.05365142858500003,0.05825637658918308
test3,测试集,883,400,0,0,-0.277786435,0.136112771,-0.053749540544999974,0.05840952297545772
test3,测试集,884,400,0,0,-0.278632106,0.135647634,-0.0538470867925,0.058563414509766154
test3,测试集,885,400,0,0,-0.279475196,0.135177691,-0.05394424419250001,0.05871832352789051
test3,测试集,886,400,0,0,-0.280322344,0.134700486,-0.05404108118750003,0.058874303621244045
test3,测试集,887,400,0,0,-0.281171878,0.134218467,-0.05413736138750005,0.05903131632721099
test3,测试集,888,400,0,0,-0.282019014,0.133732901,-0.05423315459000005,0.059189319719200974
test3,测试集,889,400,0,0,-0.282864766,0.133241598,-0.05432854825749999,0.05934822938665981
test3,测试集,890,400,0,0,-0.28371098,0.132745162,-0.054423559182500025,0.059508235423727615
test3,测试集,891,400,0,0,-0.284561589,0.132244961,-0.05451812828499998,0.059669205848547666
test3,测试集,892,400,0,0,-0.285412003,0.131739618,-0.05461212024250004,0.059831124644510146
test3,测试集,893,400,0,0,-0.286258878,0.131229472,-0.05470575449249997,0.05999417582781226
test3,测试集,894,400,0,0,-0.287106409,0.130714111,-0.05479906171000007,0.06015829636007257
test3,测试集,895,400,0,0,-0.287955396,0.130194209,-0.05489183678749998,0.060323536579525855
test3,测试集,896,400,0,0,-0.288800594,0.129671326,-0.054984210515000055,0.06048972777640881
test3,测试集,897,400,0,0,-0.289645294,0.129143969,-0.05507599283499997,0.06065696872960913
test3,测试集,898,400,0,0,-0.29048995,0.12861174,-0.05516737221499997,0.060824976270559585
test3,测试集,899,400,0,0,-0.291332875,0.128074775,-0.055258155209999965,0.06099403923996534
test3,测试集,900,400,0,0,-0.292179095,0.127532373,-0.055348598732499955,0.06116406844842488
test3,测试集,901,400,0,0,-0.293023507,0.126985148,-0.055438380962500006,0.061335105306358696
test3,测试集,902,400,0,0,-0.293948864,0.12643415,-0.05552774745500002,0.06150673583005407
test3,测试集,903,400,0,0,-0.294935271,0.125878708,-0.055616343780000015,0.06167919326336119
test3,测试集,904,400,0,0,-0.295922657,0.125318813,-0.05570439797499998,0.06185223704551702
test3,测试集,905,400,0,0,-0.296911441,0.124754868,-0.055791498847499996,0.06202587425650352
test3,测试集,906,400,0,0,-0.297900998,0.124186797,-0.05587758234749999,0.062199758078216524
test3,测试集,907,400,0,0,-0.298891592,0.123614615,-0.055962588869999996,0.06237371191557909
test3,测试集,908,400,0,0,-0.299882304,0.123038605,-0.05604621636250001,0.06254739087949564
test3,测试集,909,400,0,0,-0.300874763,0.122458722,-0.056128156299999975,0.06272004698451149
test3,测试集,910,400,0,0,-0.301867777,0.121874232,-0.05620783717500005,0.06289115557708184
test3,测试集,911,400,0,0,-0.302858636,0.121285617,-0.05628427619249998,0.06305893302904632
test3,测试集,912,400,0,0,-0.303843003,0.120693664,-0.05635644820500004,0.06322126563781039
test3,测试集,913,400,0,0,-0.304783856,0.120097457,-0.056422538242500014,0.06337474175473354
test3,测试集,914,400,0,0,-0.305609624,0.119496537,-0.05647989643249999,0.06351400732070811
test3,测试集,915,400,0,0,-0.306257994,0.118891866,-0.056525074170000085,0.06363197990088264
test3,测试集,916,400,0,0,-0.306708419,0.118282608,-0.056554691317499975,0.06372259145686351
test3,测试集,917,400,0,0,-0.306973086,0.117668564,-0.056565511124999975,0.06378114868256551
test3,测试集,918,400,0,0,-0.30705781,0.117050437,-0.056554050969999985,0.06380426115027035
test3,测试集,919,400,0,0,-0.306921438,0.116427838,-0.05651806269000001,0.06378987574380325
test3,测试集,920,400,0,0,-0.306510541,0.115800166,-0.056456447005,0.0637387553299703
test3,测试集,921,400,0,0,-0.30588037,0.115168067,-0.05637364192999996,0.06365863866108452
test3,测试集,922,400,0,0,-0.305175889,0.11453407,-0.05628022746750005,0.06356664937680953
test3,测试集,923,400,0,0,-0.304476595,0.11389659,-0.056184988597500006,0.06347444338970956
test3,测试集,924,400,0,0,-0.303785099,0.113253826,-0.056090208335000016,0.06338476623413286
test3,测试集,925,400,0,0,-0.303097494,0.112607332,-0.05599583425000003,0.06329750401956423
test3,测试集,926,400,0,0,-0.302412074,0.111956942,-0.055901451137499995,0.06321270685531037
test3,测试集,927,400,0,0,-0.30172562,0.111302137,-0.05580692995999996,0.06312982866614039
test3,测试集,928,400,0,0,-0.301040395,0.110642889,-0.05571232413999997,0.06304869798805693
test3,测试集,929,400,0,0,-0.300359248,0.109980195,-0.05561736669000005,0.06296932562567123
test3,测试集,930,400,0,0,-0.299676921,0.109314157,-0.05552236380000001,0.0628919340688337
test3,测试集,931,400,0,0,-0.298993277,0.108643591,-0.05542717956000004,0.06281643338921433
test3,测试集,932,400,0,0,-0.2983111,0.107969001,-0.055331632949999994,0.06274288945848114
test3,测试集,933,400,0,0,-0.297630418,0.107291169,-0.05523609015500003,0.06267132854530948
test3,测试集,934,400,0,0,-0.296950335,0.106609401,-0.05514015504500002,0.06260152708455502
test3,测试集,935,400,0,0,-0.296268617,0.105923128,-0.05504382895,0.06253332185307935
test3,测试集,936,400,0,0,-0.295585689,0.105232886,-0.05494747338749997,0.06246698947869622
test3,测试集,937,400,0,0,-0.294903535,0.10453852,-0.05485098056000002,0.062402646706151386
test3,测试集,938,400,0,0,-0.294223418,0.10384033,-0.054754226704999985,0.06234033276990573
test3,测试集,939,400,0,0,-0.293544509,0.103138635,-0.05465716799000002,0.062280060044717055
test3,测试集,940,400,0,0,-0.29286494,0.102432997,-0.05455979785500001,0.06222146214212287
test3,测试集,941,400,0,0,-0.29218478,0.101723413,-0.054462274519999986,0.06216463784808634
test3,测试集,942,400,0,0,-0.291505701,0.101010527,-0.05436439076250009,0.062109881694397025
test3,测试集,943,400,0,0,-0.290825666,0.100295404,-0.05426652119999998,0.06205703790285795
test3,测试集,944,400,0,0,-0.290146574,0.099577041,-0.05416824476000001,0.062006314892177505
test3,测试集,945,400,0,0,-0.289468764,0.098855175,-0.05406985020499998,0.061957269666495236
test3,测试集,946,400,0,0,-0.288787217,0.098129355,-0.05397124564750002,0.06191002962066314
test3,测试集,947,400,0,0,-0.28810493,0.097399564,-0.05387224726250001,0.06186502771160663
test3,测试集,948,400,0,0,-0.287424115,0.096666007,-0.05377314222000004,0.06182179366085401
test3,测试集,949,400,0,0,-0.286742534,0.096569209,-0.05367383840499995,0.06178070404940801
test3,测试集,950,400,0,0,-0.286062697,0.097331732,-0.05357424360999998,0.061741753750095815
test3,测试集,951,400,0,0,-0.285384614,0.098090594,-0.05347455093500005,0.061704319565506704
test3,测试集,952,400,0,0,-0.284704257,0.098846884,-0.05337447454499999,0.06166882356943651
test3,测试集,953,400,0,0,-0.284022117,0.099599397,-0.053274220685000005,0.06163544159734549
test3,测试集,954,400,0,0,-0.283340809,0.100346948,-0.05317373036999995,0.0616042780977162
test3,测试集,955,400,0,0,-0.282659949,0.101090924,-0.053073174657500034,0.06157505428801178
test3,测试集,956,400,0,0,-0.281978707,0.101832539,-0.052972365795000045,0.061547811115234476
test3,测试集,957,400,0,0,-0.281299055,0.102571344,-0.05287142094249998,0.06152263839471694
test3,测试集,958,400,0,0,-0.280619056,0.103307564,-0.05277023867250005,0.06149963857871242
test3,测试集,959,400,0,0,-0.279938618,0.104039596,-0.05266882877250002,0.0614784094137926
test3,测试集,960,400,0,0,-0.27926133,0.104765659,-0.05256713741000005,0.061459248246835727
test3,测试集,961,400,0,0,-0.278583815,0.105487566,-0.05246538207750001,0.06144216177463275
test3,测试集,962,400,0,0,-0.277902283,0.106205177,-0.052363537684999975,0.061427384432869735
test3,测试集,963,400,0,0,-0.277220489,0.10691807,-0.052261514662499904,0.06141465801284318
test3,测试集,964,400,0,0,-0.276540336,0.107628147,-0.052159404522499946,0.06140393077008692
test3,测试集,965,400,0,0,-0.27586146,0.108333161,-0.05205697958749998,0.061395110854648556
test3,测试集,966,400,0,0,-0.275186488,0.109034806,-0.0519542625775,0.061388122234236134
test3,测试集,967,400,0,0,-0.274511011,0.109733244,-0.05185141978750005,0.0613833853031272
test3,测试集,968,400,0,0,-0.273834739,0.110426816,-0.051748486657499974,0.061380579385854395
test3,测试集,969,400,0,0,-0.273157173,0.11111614,-0.05164525025499997,0.06137987938820122
test3,测试集,970,400,0,0,-0.272476261,0.111801176,-0.051541971604999966,0.061381487605222024
test3,测试集,971,400,0,0,-0.271797731,0.112482614,-0.05143864717749999,0.061385213482001814
test3,测试集,972,400,0,0,-0.271123233,0.113159269,-0.051335120917500025,0.06139082825644298
test3,测试集,973,400,0,0,-0.270450057,0.113831318,-0.051231481767500045,0.06139886049651738
test3,测试集,974,400,0,0,-0.269777229,0.11449904,-0.05112776669000002,0.06140867943885719
test3,测试集,975,400,0,0,-0.269103207,0.115161783,-0.05102372695249996,0.06142048844017263
test3,测试集,976,400,0,0,-0.269703509,0.115821804,-0.05091954188499998,0.0614343555764101
test3,测试集,977,400,0,0,-0.270697356,0.116477749,-0.050815262024999995,0.06145038462010325
test3,测试集,978,400,0,0,-0.271691482,0.117129219,-0.05071089852,0.06146836353633962
test3,测试集,979,400,0,0,-0.272683489,0.117776612,-0.05060630683500004,0.06148840850998615
test3,测试集,980,400,0,0,-0.273675085,0.118419223,-0.050501696069999984,0.0615106800737322
test3,测试集,981,400,0,0,-0.274666581,0.119055953,-0.05039689446999999,0.06153514352628161
test3,测试集,982,400,0,0,-0.27565811,0.119685995,-0.0502920626525,0.06156182766398984
test3,测试集,983,400,0,0,-0.27665158,0.12031371,-0.050187070445,0.0615905162157086
test3,测试集,984,400,0,0,-0.277645945,0.120937112,-0.050081900694999994,0.061620949719175346
test3,测试集,985,400,0,0,-0.278638338,0.121556281,-0.04997666754999999,0.06165358589359312
test3,测试集,986,400,0,0,-0.279630806,0.122172656,-0.04987144086249996,0.06168864950744662
test3,测试集,987,400,0,0,-0.280623476,0.122783823,-0.04976604410499998,0.06172564710818075
test3,测试集,988,400,0,0,-0.281616074,0.123390174,-0.04966036467749999,0.061764763244059495
test3,测试集,989,400,0,0,-0.282610056,0.123991599,-0.04955454964249996,0.06180593907298937
test3,测试集,990,400,0,0,-0.283602418,0.124586979,-0.04944858095999998,0.06184913627252558
test3,测试集,991,400,0,0,-0.284592301,0.12517775,-0.049342349554999984,0.061894079848742976
test3,测试集,992,400,0,0,-0.285581966,0.125764579,-0.04923584526499997,0.06194117411953323
test3,测试集,993,400,0,0,-0.286572582,0.12634795,-0.049129203222500015,0.06199051380731349
test3,测试集,994,400,0,0,-0.28756455,0.12692751,-0.04902227698249999,0.06204194205252193
test3,测试集,995,400,0,0,-0.288553896,0.127500877,-0.048915001762499966,0.06209490755728319
test3,测试集,996,400,0,0,-0.289541778,0.128067457,-0.04880723549250005,0.06214967326396683
test3,测试集,997,400,0,0,-0.29053317,0.128629642,-0.04869892549500004,0.06220615605358882
test3,测试集,998,400,0,0,-0.291524733,0.129189209,-0.04858980545499996,0.06226434948956047
test3,测试集,999,400,0,0,-0.292514484,0.129745344,-0.04848012343750002,0.062323986827063575
test3,测试集,1000,400,0,0,-0.293501705,0.130296392,-0.048369645547500034,0.06238534556010853
test3,测试集,1001,400,0,0,-0.294489341,0.130841098,-0.04825840290750003,0.06244807009623156
test3,测试集,1002,400,0,0,-0.295479472,0.131380941,-0.048146098819999976,0.06251203568490943
test3,测试集,1003,400,0,0,-0.296469394,0.131916639,-0.04803274911000004,0.0625772637845372
test3,测试集,1004,400,0,0,-0.297458287,0.132447835,-0.04791853196749998,0.06264377158504457
test3,测试集,1005,400,0,0,-0.298447984,0.132974991,-0.04780298811749999,0.06271163198944692
test3,测试集,1006,400,0,0,-0.299437679,0.133497229,-0.047686348857500054,0.06278040154319536
test3,测试集,1007,400,0,0,-0.300424656,0.134013789,-0.047568243362499985,0.06285030970374983
test3,测试集,1008,400,0,0,-0.301409694,0.134524995,-0.04744859080749997,0.06292082804232751
test3,测试集,1009,400,0,0,-0.302395714,0.13502994,-0.047327151567499996,0.06299198278985717
test3,测试集,1010,400,0,0,-0.303375135,0.135530588,-0.0472033621725,0.06306319750990376
test3,测试集,1011,400,0,0,-0.304326396,0.136027992,-0.047076584744999976,0.06313341037005515
test3,测试集,1012,400,0,0,-0.305221103,0.136519987,-0.04694535613249997,0.06320169889162093
test3,测试集,1013,400,0,0,-0.306027478,0.137004879,-0.04680781822500002,0.06326574896702143
test3,测试集,1014,400,0,0,-0.306714536,0.137481808,-0.04666136139250005,0.0633228264458112
test3,测试集,1015,400,0,0,-0.30724936,0.137952035,-0.04650279611000001,0.06336974740281111
test3,测试集,1016,400,0,0,-0.307564125,0.138417776,-0.04632685017000002,0.06340048573863855
test3,测试集,1017,400,0,0,-0.307558532,0.138878828,-0.04612563791749995,0.06340640749832671
test3,测试集,1018,400,0,0,-0.307195042,0.139334615,-0.04588871866,0.06337528062816276
test3,测试集,1019,400,0,0,-0.30672627,0.139786376,-0.045602037345000034,0.06329101142238097
test3,测试集,1020,400,0,0,-0.30614197,0.140232506,-0.04524817394000001,0.06313399638877198
test3,测试集,1021,400,0,0,-0.305143768,0.140673293,-0.044810869652499974,0.06288552733219854
test3,测试集,1022,400,0,0,-0.303807534,0.141109059,-0.04428280465749995,0.06253428402501206
test3,测试集,1023,400,0,0,-0.302279767,0.141539876,-0.043677903137500015,0.062089657644926896
train,all,0,12400,0,0,-0.305786247,0.238833758,-0.04509540050185509,0.06212087814882654
train,all,1,12400,0,0,-0.304212292,0.238646449,-0.04441498259129045,0.06160960799011922
train,all,2,12400,0,0,-0.302651781,0.238450787,-0.0437383808267742,0.061106085418237956
train,all,3,12400,0,0,-0.301100625,0.238245098,-0.04306470887637093,0.060609365459803055
train,all,4,12400,0,0,-0.299551939,0.238027861,-0.042392942544112786,0.06011862679004322
train,all,5,12400,0,0,-0.298004064,0.237801142,-0.041722542279032236,0.05963346317925033
train,all,6,12400,0,0,-0.296458577,0.237568599,-0.041053073158548434,0.05915369976305133
train,all,7,12400,0,0,-0.294914152,0.237326813,-0.040384254834758104,0.05867917589909704
train,all,8,12400,0,0,-0.293369039,0.237076015,-0.03971594631814517,0.058209953350032394
train,all,9,12400,0,0,-0.291826069,0.236816791,-0.039048037947499975,0.05774612641086039
train,all,10,12400,0,0,-0.29028537,0.236548114,-0.03838043982806451,0.05728775292791557
train,all,11,12400,0,0,-0.288746122,0.236268884,-0.037713133511693475,0.05683493465484874
train,all,12,12400,0,0,-0.287206302,0.235978728,-0.03704605770451609,0.056387811852591334
train,all,13,12400,0,0,-0.285667322,0.23567723,-0.03637923683088701,0.055946411883929764
train,all,14,12400,0,0,-0.284132041,0.235366969,-0.03571263191266144,0.05551095476685377
train,all,15,12400,0,0,-0.282596598,0.235051867,-0.035046252301290264,0.055081580227911923
train,all,16,12400,0,0,-0.281059381,0.234728625,-0.03438005921991939,0.05465829536277803
train,all,17,12400,0,0,-0.279523333,0.234395481,-0.03371400506943551,0.054241223397665406
train,all,18,12400,0,0,-0.27798836,0.234051665,-0.03304816273604838,0.05383054794977261
train,all,19,12400,0,0,-0.276452205,0.233699371,-0.032382462412338706,0.05342640218584336
train,all,20,12400,0,0,-0.274914547,0.233337156,-0.03171690027290313,0.05302888623977173
train,all,21,12400,0,0,-0.27337745,0.232963765,-0.03105152065120958,0.052638149792388365
train,all,22,12400,0,0,-0.271842462,0.232582201,-0.030386312391693735,0.05225441982819393
train,all,23,12400,0,0,-0.270309069,0.232192332,-0.029721305549274164,0.051877777209988124
train,all,24,12400,0,0,-0.268774604,0.231795571,-0.02905646804169352,0.051508328225737074
train,all,25,12400,0,0,-0.267240659,0.231391547,-0.028391778988387094,0.051146208702033014
train,all,26,12400,0,0,-0.265708424,0.230978972,-0.027727225429919386,0.05079157350402502
train,all,27,12400,0,0,-0.264174296,0.23055966,-0.02706284911387096,0.05044459915319953
train,all,28,12400,0,0,-0.262639102,0.230136045,-0.02639869413096788,0.050105493595333735
train,all,29,12400,0,0,-0.261104145,0.230331272,-0.025734783708709602,0.04977439906368902
train,all,30,12400,0,0,-0.259572283,0.230901095,-0.02507103630879025,0.04945144910935613
train,all,31,12400,0,0,-0.258042427,0.231461875,-0.024407442424999964,0.04913676690328368
train,all,32,12400,0,0,-0.256511185,0.232013509,-0.023744038357499903,0.04883048668737471
train,all,33,12400,0,0,-0.254979678,0.232555685,-0.02308084270717736,0.0485327978022521
train,all,34,12400,0,0,-0.253445452,0.233088581,-0.022417835898709673,0.048243870265041684
train,all,35,12400,0,0,-0.251909796,0.233612393,-0.02175508004854846,0.047963866914431184
train,all,36,12400,0,0,-0.250375295,0.234124369,-0.02109256253500009,0.047692914275833276
train,all,37,12400,0,0,-0.248843177,0.234627326,-0.02043023110120965,0.04743117984452334
train,all,38,12400,0,0,-0.247311427,0.235120212,-0.0197680815275,0.04717876735173138
train,all,39,12400,0,0,-0.245779109,0.235600974,-0.019106103441451604,0.04693577773030256
train,all,40,12400,0,0,-0.24564,0.236074046,-0.0184442818143548,0.046702356601660125
train,all,41,12400,0,0,-0.24577,0.236538965,-0.017782644660322543,0.04647871510857966
train,all,42,12400,0,0,-0.24589,0.23699614,-0.017121229433951612,0.046264955321829594
train,all,43,12400,0,0,-0.246,0.237443012,-0.016460000471935462,0.04606126096225053
train,all,44,12400,0,0,-0.2461,0.237876922,-0.015799031835080628,0.045867664283027645
train,all,45,12400,0,0,-0.24619,0.238299568,-0.015138324842983853,0.045684333116896805
train,all,46,12400,0,0,-0.24628,0.238714486,-0.014477862283870956,0.045511408470537404
train,all,47,12400,0,0,-0.24635,0.239120818,-0.013817619739435488,0.045349004846138255
train,all,48,12400,0,0,-0.24641,0.239515913,-0.013157579336612957,0.04519724050599277
train,all,49,12400,0,0,-0.24647,0.239899277,-0.012497758462741988,0.04505618077701792
train,all,50,12400,0,0,-0.24651,0.240270919,-0.011838171770887076,0.0449259039539566
train,all,51,12400,0,0,-0.24654,0.240632413,-0.011178826100161287,0.044806519698617854
train,all,52,12400,0,0,-0.24657,0.240984537,-0.010519733677822551,0.044698102334033964
train,all,53,12400,0,0,-0.24659,0.241328043,-0.00986087616354838,0.04460072706197887
train,all,54,12400,0,0,-0.24661,0.241662074,-0.009202257745887132,0.04451445695073825
train,all,55,12400,0,0,-0.24662,0.241986287,-0.008543907364758073,0.04443935183771231
train,all,56,12400,0,0,-0.24662,0.242301151,-0.007885811048870933,0.04437545450521553
train,all,57,12400,0,0,-0.24661,0.242607499,-0.007227974003387093,0.044322841793367915
train,all,58,12400,0,0,-0.24659,0.242904245,-0.006570416795806466,0.044281493312154925
train,all,59,12400,0,0,-0.24656,0.24319071,-0.005913114560725827,0.044251447461950234
train,all,60,12400,0,0,-0.24652,0.243467017,-0.005256106071935484,0.04423270136676464
train,all,61,12400,0,0,-0.24647,0.243733817,-0.004599367827903204,0.04422530591066343
train,all,62,12400,0,0,-0.24641,0.243990633,-0.003942930385483866,0.04422927267981629
train,all,63,12400,0,0,-0.24635,0.244236369,-0.0032867851294354654,0.04424454413778522
train,all,64,12400,0,0,-0.24627,0.244472992,-0.002630958758709657,0.04427108066714427
train,all,65,12400,0,0,-0.24619,0.244699407,-0.001975457717580646,0.04430885456416864
train,all,66,12400,0,0,-0.2461,0.244915285,-0.0013202821923387147,0.044357791938077554
train,all,67,12400,0,0,-0.24599,0.245121536,-0.0006654568621774291,0.044417856144234186
train,all,68,12400,0,0,-0.24588,0.245319029,-1.0964575967758835e-05,0.04448902256815087
train,all,69,12400,0,0,-0.24576,0.245507042,0.0006431317845967553,0.04457116782692063
train,all,70,12400,0,0,-0.24563,0.245683231,0.0012968734087903187,0.04466426293194321
train,all,71,12400,0,0,-0.24549,0.24585009,0.0019501814541128865,0.044768186446420354
train,all,72,12400,0,0,-0.24534,0.246008843,0.002603072683548406,0.04488280584300155
train,all,73,12400,0,0,-0.24519,0.246157067,0.003255482170000011,0.04500800615379495
train,all,74,12400,0,0,-0.245070217,0.246293188,0.003907426299919339,0.04514371351309236
train,all,75,12400,0,0,-0.245333819,0.246417565,0.004558893616129051,0.04528981284151311
train,all,76,12400,0,0,-0.245586057,0.246533348,0.005209881706451621,0.045446149440763486
train,all,77,12400,0,0,-0.245829514,0.246640734,0.005860328875564522,0.045612650970140535
train,all,78,12400,0,0,-0.246062773,0.246738618,0.006510213119596793,0.04578915785022902
train,all,79,12400,0,0,-0.246286915,0.246827092,0.007159509944274244,0.04597557253483411
train,all,80,12400,0,0,-0.246501493,0.246904805,0.0078081643090323226,0.046171783380039716
train,all,81,12400,0,0,-0.246704931,0.246972725,0.008456123527903254,0.04637760101271437
train,all,82,12400,0,0,-0.246899531,0.247031979,0.009103304642741882,0.04659281754762976
train,all,83,12400,0,0,-0.247082795,0.247082288,0.009749586292177445,0.04681718866041848
train,all,84,12400,0,0,-0.247254076,0.247122056,0.010394797567822607,0.047050373563101405
train,all,85,12400,0,0,-0.247415652,0.247153388,0.01103876127064511,0.047292093744934934
train,all,86,12400,0,0,-0.2475692,0.247178529,0.011681235994112926,0.04754193414695359
train,all,87,12400,0,0,-0.24771068,0.252880281,0.012321915538548346,0.047799451311153374
train,all,88,12400,0,0,-0.247839278,0.258860199,0.012960466888467772,0.048064136929608675
train,all,89,12400,0,0,-0.247961396,0.264830457,0.013596469251935514,0.048335351244741954
train,all,90,12400,0,0,-0.248075276,0.270791163,0.014229361838225738,0.04861225618779204
train,all,91,12400,0,0,-0.248178831,0.276731306,0.01485828707129038,0.04889367328948081
train,all,92,12400,0,0,-0.248272477,0.28259195,0.015482200547741904,0.04917791425263909
train,all,93,12400,0,0,-0.248355496,0.28827667,0.016099730383870966,0.049462987151830604
train,all,94,12400,0,0,-0.2484296,0.293674714,0.016708895402983877,0.04974611938038207
train,all,95,12400,0,0,-0.248493702,0.298670753,0.017306500508387092,0.050022761653886534
train,all,96,12400,0,0,-0.24854698,0.303007749,0.017887266935161284,0.050284811376855094
train,all,97,12400,0,0,-0.24859224,0.306326642,0.01844394264979029,0.05052059977322623
train,all,98,12400,0,0,-0.248629508,0.308512745,0.018968337905080714,0.05071605534574389
train,all,99,12400,0,0,-0.248658559,0.309670833,0.019453742966935448,0.050857702780466196
train,all,100,12400,0,0,-0.248680556,0.309932147,0.01989722551314514,0.05093766606215598
train,all,101,12400,0,0,-0.248694123,0.309489753,0.02029952262701611,0.050955170447963556
train,all,102,12400,0,0,-0.248698344,0.308719083,0.020667393897741904,0.0509209029114949
train,all,103,12400,0,0,-0.248695061,0.30791687,0.02101617393403224,0.05086253256647999
train,all,104,12400,0,0,-0.248685237,0.307133261,0.021359610528306476,0.05080352525485389
train,all,105,12400,0,0,-0.248667158,0.306359598,0.02170269826088711,0.050749855234522974
train,all,106,12400,0,0,-0.248639765,0.305590754,0.022046603011693516,0.050701952928052935
train,all,107,12400,0,0,-0.248603476,0.304833439,0.022391002634112877,0.05065931197013036
train,all,108,12400,0,0,-0.248555442,0.304077578,0.02273555517862898,0.050621744348985816
train,all,109,12400,0,0,-0.248495943,0.30332902,0.023080217302016294,0.05058916455083222
train,all,110,12400,0,0,-0.248429249,0.302589377,0.02342480947403233,0.050561284895972475
train,all,111,12400,0,0,-0.248353413,0.301848736,0.023769334780806447,0.050538042463617865
train,all,112,12400,0,0,-0.248268333,0.301106302,0.024113582490403317,0.05051937061019286
train,all,113,12400,0,0,-0.248174817,0.300371242,0.024457345084354928,0.050505206794619804
train,all,114,12400,0,0,-0.248070838,0.299640901,0.024800740165967696,0.05049558249773474
train,all,115,12400,0,0,-0.24795718,0.298904601,0.025143917208548416,0.05049047538606998
train,all,116,12400,0,0,-0.247834839,0.298165905,0.025486868107016135,0.050489842931065995
train,all,117,12400,0,0,-0.24770458,0.297427739,0.025829456799113033,0.05049368647665489
train,all,118,12400,0,0,-0.247564139,0.296696818,0.026171681603709782,0.050501954171454026
train,all,119,12400,0,0,-0.24741235,0.295964645,0.026513576643709773,0.05051470055314294
train,all,120,12400,0,0,-0.247251555,0.295229183,0.026855095108064643,0.05053194133951528
train,all,121,12400,0,0,-0.247083824,0.294503796,0.027196210271129076,0.05055364984074684
train,all,122,12400,0,0,-0.24690627,0.293780592,0.02753693312322592,0.050579730795694215
train,all,123,12400,0,0,-0.246717601,0.293054185,0.0278772528695162,0.05061013782215597
train,all,124,12400,0,0,-0.246518964,0.29231486,0.028217183211935427,0.050644802149049525
train,all,125,12400,0,0,-0.246309875,0.291572612,0.028556719360241865,0.05068381850677113
train,all,126,12400,0,0,-0.246091739,0.290842318,0.028895878954274132,0.05072720381462166
train,all,127,12400,0,0,-0.245865419,0.290114422,0.029234646470725795,0.05077487073095022
train,all,128,12400,0,0,-0.245628965,0.28938291,0.029572963309999985,0.05082681019018081
train,all,129,12400,0,0,-0.245383949,0.288651508,0.029910853765241927,0.050882971060699805
train,all,130,12400,0,0,-0.245130919,0.287925291,0.030248306561209724,0.0509433199892637
train,all,131,12400,0,0,-0.244868703,0.287199219,0.03058533414580629,0.051007827414070006
train,all,132,12400,0,0,-0.244599057,0.286477299,0.0309220033687903,0.05107650590066844
train,all,133,12400,0,0,-0.24432138,0.285757871,0.031258250326693514,0.05114929875884412
train,all,134,12400,0,0,-0.244035385,0.285032741,0.03159403271024202,0.05122620518037696
train,all,135,12400,0,0,-0.243740001,0.284312766,0.03192936118556427,0.051307181401153
train,all,136,12400,0,0,-0.243435348,0.283593985,0.03226425250112917,0.05139220451345842
train,all,137,12400,0,0,-0.243121341,0.282870725,0.032598678253112814,0.05148124679916516
